unsmoothed;3
(;w;i;e;d;r;a;u;f;n;h;m; ;s;t;z;g;p;o;);c;k;l;ä;,;.;b;ü;j;ß;ö;v;x;?;q;!;y;#
ha;0.002073;0.004440;0.024875;0.045063;0.017827;0.062748;0.017053;0.082689;0.092532;0.110251;0.022142;0.026724;0.048202;0.042405;0.098417;0.004727;0.025178;0.004386;0.007846;0.002073;0.021106;0.008723;0.119847;0.002131;0.003936;0.002071;0.074934;0.001878;0.000373;0.018832;0.000736;0.002972;0.000404;0.000048;0.000050;0.000118;0.000166;0.000023
hu;0.002073;0.004608;0.024609;0.052069;0.015323;0.056081;0.016256;0.011428;0.026414;0.280346;0.013082;0.038338;0.069918;0.088969;0.074281;0.003621;0.012758;0.003858;0.007969;0.002073;0.020276;0.011156;0.044982;0.002315;0.004005;0.002340;0.007103;0.001878;0.000373;0.097388;0.000736;0.002901;0.000165;0.000048;0.000050;0.000118;0.000066;0.000023
hf;0.002073;0.004679;0.038624;0.081222;0.014586;0.125215;0.068651;0.018271;0.024337;0.030118;0.012415;0.010124;0.079472;0.017937;0.055353;0.004253;0.015011;0.002837;0.042102;0.002073;0.007985;0.004258;0.014086;0.008865;0.004514;0.002411;0.005953;0.289962;0.000959;0.001304;0.007470;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
hn;0.002073;0.005137;0.076344;0.253195;0.054761;0.022640;0.025226;0.040787;0.007958;0.041566;0.016574;0.007839;0.184664;0.029774;0.065461;0.007487;0.041858;0.002714;0.025023;0.002168;0.008434;0.008290;0.014652;0.003100;0.021171;0.015077;0.006067;0.002327;0.000397;0.001304;0.001043;0.003369;0.000104;0.000402;0.000073;0.000851;0.000066;0.000023
hh;0.002073;0.006374;0.038042;0.277064;0.014990;0.054351;0.215835;0.016956;0.005297;0.036222;0.013361;0.014671;0.102784;0.021635;0.066585;0.003894;0.009875;0.002806;0.025082;0.002131;0.007985;0.006043;0.021421;0.009978;0.006752;0.002721;0.005190;0.001936;0.000488;0.001304;0.002813;0.002586;0.000104;0.000105;0.000107;0.000176;0.000239;0.000023
hm;0.002073;0.005180;0.098886;0.401577;0.015150;0.022379;0.053251;0.020467;0.005756;0.029616;0.011976;0.053268;0.127091;0.022538;0.022112;0.003846;0.009856;0.006831;0.017247;0.002073;0.008174;0.005095;0.009705;0.006073;0.005330;0.002536;0.006769;0.007336;0.000373;0.001304;0.012876;0.002659;0.000104;0.000048;0.000050;0.000118;0.000066;0.000211
h ;0.002073;0.038942;0.067911;0.091172;0.134633;0.031792;0.070729;0.039856;0.023639;0.054337;0.035989;0.049275;0.048775;0.060924;0.020399;0.028849;0.037381;0.013209;0.011586;0.002104;0.008864;0.024161;0.016437;0.003433;0.004387;0.002395;0.035937;0.005712;0.003910;0.001304;0.001050;0.028208;0.000119;0.000048;0.000254;0.000118;0.000066;0.000023
hs;0.002073;0.006017;0.065985;0.129992;0.015305;0.023366;0.024844;0.013360;0.007260;0.029748;0.013754;0.008528;0.111543;0.040197;0.330137;0.004094;0.011252;0.013822;0.024775;0.002158;0.070820;0.005405;0.010658;0.003570;0.009883;0.003156;0.008672;0.002090;0.000458;0.001304;0.000905;0.003783;0.000104;0.000090;0.000261;0.000118;0.000447;0.000065
ht;0.002073;0.011101;0.094547;0.208485;0.014586;0.043053;0.027202;0.030859;0.006717;0.030492;0.013988;0.008019;0.250026;0.050987;0.028252;0.016305;0.012097;0.003066;0.010726;0.002115;0.007985;0.004007;0.038358;0.008057;0.036129;0.022227;0.007981;0.003547;0.000373;0.001304;0.000819;0.002805;0.000104;0.000256;0.000091;0.001170;0.000066;0.000023
hz;0.002073;0.024100;0.072950;0.323797;0.014586;0.022301;0.017074;0.276532;0.004720;0.029240;0.011976;0.007752;0.063292;0.016532;0.033758;0.003375;0.009214;0.002691;0.010918;0.002073;0.007985;0.003966;0.011741;0.002950;0.004455;0.002381;0.005689;0.003926;0.000373;0.001304;0.003193;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000227
hg;0.002073;0.004393;0.048584;0.502977;0.014586;0.039890;0.021851;0.021445;0.005334;0.031541;0.012129;0.007343;0.109163;0.031513;0.027297;0.003605;0.009009;0.002767;0.008537;0.002150;0.007985;0.009258;0.023856;0.002821;0.009772;0.003889;0.005075;0.025788;0.000373;0.001304;0.000736;0.002548;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
hp;0.002073;0.004239;0.033156;0.073055;0.014586;0.305096;0.060537;0.194090;0.016020;0.029240;0.018396;0.007343;0.046870;0.017097;0.027345;0.003375;0.009009;0.007056;0.047394;0.002073;0.007985;0.004222;0.023307;0.027041;0.004406;0.002228;0.005075;0.002392;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
ho;0.002073;0.013597;0.024777;0.046472;0.042747;0.097814;0.013886;0.012301;0.101342;0.208071;0.070745;0.036757;0.053116;0.024958;0.021667;0.009187;0.019313;0.017222;0.008903;0.002073;0.044624;0.008105;0.063362;0.002131;0.004429;0.002059;0.035549;0.001878;0.001254;0.004562;0.001176;0.003087;0.000456;0.000048;0.000050;0.000118;0.000066;0.000023
h);0.006219;0.012718;0.073273;0.135190;0.043757;0.066289;0.041394;0.033732;0.014161;0.087720;0.035928;0.022028;0.132136;0.048981;0.049678;0.010125;0.027028;0.008072;0.023539;0.006219;0.023956;0.011897;0.026008;0.006393;0.010908;0.005914;0.015224;0.005634;0.001119;0.003912;0.002208;0.007413;0.000311;0.000143;0.000149;0.000354;0.000199;0.000068
hc;0.003110;0.006359;0.037675;0.071100;0.021879;0.033664;0.021216;0.017126;0.007081;0.043860;0.483697;0.011014;0.067756;0.024491;0.024969;0.005063;0.013514;0.004036;0.013587;0.003110;0.012238;0.030352;0.013004;0.003197;0.005454;0.002957;0.007742;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
hk;0.002073;0.006330;0.025644;0.408121;0.014586;0.030634;0.036276;0.035663;0.005069;0.030111;0.012324;0.008040;0.062341;0.028002;0.077720;0.005292;0.009358;0.002691;0.111049;0.002247;0.007985;0.003966;0.034632;0.003873;0.007295;0.002843;0.005597;0.004143;0.000373;0.001304;0.011191;0.002645;0.000104;0.000048;0.000050;0.000292;0.000066;0.000023
hl;0.002073;0.004877;0.174113;0.143225;0.020318;0.029325;0.102751;0.076634;0.007351;0.032747;0.015232;0.007661;0.095646;0.030668;0.050465;0.004092;0.018323;0.015008;0.032641;0.002153;0.009340;0.004763;0.046929;0.030439;0.004752;0.002689;0.012641;0.015618;0.000373;0.001304;0.001214;0.002949;0.000104;0.000048;0.000050;0.000118;0.001342;0.000023
hä;0.002073;0.004239;0.053607;0.045063;0.027127;0.053768;0.013798;0.045911;0.131227;0.119392;0.039538;0.015125;0.044045;0.149595;0.108705;0.004024;0.022304;0.002691;0.007846;0.002073;0.022253;0.003966;0.055486;0.002131;0.003636;0.001971;0.005723;0.001878;0.000373;0.006168;0.000736;0.003120;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
h,;0.002073;0.004239;0.024424;0.045063;0.014586;0.022096;0.013798;0.011244;0.004720;0.029240;0.011976;0.007343;0.710713;0.016327;0.016559;0.003375;0.009009;0.002691;0.007846;0.002073;0.007985;0.003966;0.008669;0.002131;0.003636;0.001971;0.005075;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
h.;0.002073;0.004239;0.024424;0.045063;0.014586;0.022096;0.013798;0.011244;0.004720;0.029240;0.011976;0.007343;0.084758;0.016327;0.016559;0.003375;0.009009;0.002691;0.007846;0.626625;0.007985;0.003966;0.008669;0.002131;0.004337;0.002672;0.005075;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
hb;0.002073;0.005737;0.044441;0.266742;0.014586;0.031900;0.359932;0.014376;0.004993;0.031146;0.012521;0.007343;0.054122;0.032258;0.022006;0.006779;0.013775;0.002691;0.010433;0.002073;0.008121;0.003966;0.020107;0.003493;0.004181;0.002652;0.005755;0.006099;0.000373;0.001304;0.000872;0.002607;0.000104;0.000048;0.000050;0.000254;0.000066;0.000023
hü;0.002073;0.004239;0.024424;0.045063;0.015689;0.156754;0.013798;0.011244;0.013918;0.059777;0.036626;0.007343;0.044045;0.370264;0.030172;0.003375;0.017839;0.003427;0.007846;0.002073;0.031532;0.003966;0.011245;0.002131;0.003636;0.001971;0.065045;0.001878;0.000373;0.004615;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
hj;0.002073;0.004239;0.026276;0.198767;0.014586;0.022096;0.476761;0.039022;0.004720;0.029240;0.011976;0.007343;0.044045;0.016327;0.016559;0.003375;0.009009;0.002691;0.009698;0.002073;0.007985;0.003966;0.008669;0.011390;0.003636;0.001971;0.005075;0.009285;0.000373;0.001304;0.000736;0.004323;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
hß;0.003110;0.006359;0.039816;0.178883;0.021879;0.033145;0.021492;0.020046;0.019004;0.063733;0.017964;0.011014;0.346673;0.025286;0.051866;0.005858;0.016694;0.004036;0.011770;0.003110;0.012773;0.005949;0.026518;0.003197;0.018173;0.007727;0.010792;0.002817;0.000560;0.001956;0.001104;0.006091;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
hö;0.002073;0.004239;0.024424;0.045063;0.014586;0.258247;0.013798;0.011244;0.015988;0.107853;0.145492;0.007343;0.044045;0.031350;0.025949;0.003375;0.053141;0.012889;0.007846;0.002073;0.102691;0.008661;0.030135;0.002131;0.003636;0.001971;0.005075;0.001878;0.000373;0.008816;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
hv;0.002073;0.004239;0.047914;0.521574;0.014586;0.022096;0.022747;0.011244;0.004720;0.029240;0.011976;0.007622;0.046282;0.016607;0.016559;0.003375;0.009289;0.004369;0.157175;0.002073;0.007985;0.003966;0.008669;0.002131;0.004195;0.001971;0.005075;0.001878;0.000373;0.001304;0.003532;0.002751;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
hx;0.003110;0.006359;0.226637;0.097595;0.021879;0.033145;0.080697;0.016866;0.007081;0.043860;0.017964;0.011014;0.096068;0.024491;0.074839;0.015063;0.013514;0.074036;0.011770;0.003110;0.011978;0.005949;0.013004;0.003197;0.025454;0.012957;0.007612;0.002817;0.000560;0.001956;0.001104;0.013707;0.010156;0.000072;0.000075;0.010177;0.000100;0.000034
h?;0.002073;0.004239;0.024424;0.045063;0.014586;0.022096;0.013798;0.011244;0.004720;0.029240;0.011976;0.007343;0.044045;0.016327;0.016559;0.003375;0.009009;0.002691;0.007846;0.668740;0.007985;0.003966;0.008669;0.002131;0.003636;0.001971;0.005075;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
hq;0.002073;0.004239;0.024424;0.045063;0.014586;0.022096;0.013798;0.677911;0.004720;0.029240;0.011976;0.007343;0.044045;0.016327;0.016559;0.003375;0.009009;0.002691;0.007846;0.002073;0.007985;0.003966;0.008669;0.002131;0.003636;0.001971;0.005075;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
h!;0.002073;0.004239;0.024424;0.045063;0.014586;0.022096;0.013798;0.011244;0.004720;0.029240;0.011976;0.007343;0.044045;0.016327;0.016559;0.003375;0.009009;0.002691;0.007846;0.668740;0.007985;0.003966;0.008669;0.002131;0.003636;0.001971;0.005075;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
hy;0.002073;0.004239;0.024424;0.045063;0.014586;0.022096;0.013798;0.011244;0.004720;0.091740;0.011976;0.007343;0.307935;0.214244;0.016559;0.013792;0.009009;0.124218;0.007846;0.002073;0.007985;0.003966;0.008669;0.002131;0.014053;0.001971;0.005075;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
h#;0.003110;0.006359;0.036637;0.113050;0.021879;0.033145;0.020697;0.062321;0.007081;0.407497;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.003110;0.011978;0.005949;0.058459;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
m(;0.003110;0.063359;0.114137;0.095095;0.156379;0.035145;0.048697;0.031866;0.028581;0.055360;0.050964;0.024514;0.066068;0.045491;0.025339;0.021563;0.019514;0.005036;0.012770;0.003110;0.011978;0.007949;0.018504;0.003697;0.005454;0.002957;0.017112;0.003317;0.006060;0.001956;0.001104;0.013207;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
mw;0.002073;0.004239;0.160529;0.448242;0.014586;0.022096;0.047865;0.056802;0.004720;0.029240;0.012139;0.007343;0.044208;0.016327;0.016559;0.003375;0.009009;0.002691;0.035882;0.002073;0.007985;0.003966;0.008669;0.012074;0.003636;0.004253;0.005075;0.008561;0.000373;0.001304;0.001062;0.002471;0.000104;0.000048;0.000050;0.000118;0.000229;0.000023
mi;0.002073;0.004239;0.024481;0.120713;0.020379;0.050699;0.015948;0.011414;0.006757;0.107016;0.016644;0.015802;0.047865;0.145349;0.218619;0.004535;0.030672;0.003370;0.025812;0.002073;0.075258;0.007700;0.015298;0.002188;0.003834;0.002028;0.006659;0.001878;0.000401;0.004163;0.000736;0.004961;0.000132;0.000048;0.000050;0.000118;0.000066;0.000023
me;0.002073;0.006294;0.126435;0.046340;0.019602;0.123693;0.014473;0.016458;0.007281;0.287744;0.040509;0.014381;0.119607;0.044203;0.026002;0.004540;0.016983;0.003319;0.008138;0.002119;0.010811;0.005315;0.019875;0.002223;0.009262;0.004201;0.009064;0.001878;0.000465;0.002055;0.000736;0.002900;0.000656;0.000063;0.000096;0.000118;0.000066;0.000023
md;0.002073;0.005045;0.094588;0.520476;0.014633;0.024465;0.055394;0.017782;0.004815;0.032319;0.012023;0.007627;0.086399;0.022817;0.018028;0.003375;0.009151;0.003070;0.011305;0.002073;0.007985;0.004013;0.014402;0.002178;0.006621;0.004577;0.005169;0.002257;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000070
mr;0.002073;0.007116;0.043438;0.308284;0.031786;0.029258;0.040255;0.139367;0.009380;0.037809;0.016260;0.010720;0.137175;0.029274;0.032196;0.005752;0.015045;0.003723;0.021700;0.002073;0.010174;0.010408;0.015299;0.007635;0.006857;0.002722;0.011923;0.005506;0.000404;0.001304;0.001017;0.003253;0.000104;0.000048;0.000050;0.000306;0.000098;0.000210
ma;0.002073;0.004440;0.029339;0.045063;0.018227;0.074881;0.017053;0.063513;0.013685;0.142157;0.022142;0.026724;0.063083;0.043463;0.075690;0.004727;0.024634;0.003843;0.007846;0.002073;0.073190;0.010211;0.113115;0.002131;0.005424;0.002071;0.021100;0.001878;0.000373;0.073892;0.000736;0.002972;0.007844;0.000048;0.000050;0.000118;0.000166;0.000023
mu;0.002073;0.004608;0.024609;0.052069;0.015323;0.056081;0.016256;0.011428;0.026414;0.305290;0.013082;0.031639;0.076721;0.045232;0.054319;0.003621;0.012758;0.003858;0.007969;0.002073;0.020276;0.011156;0.031720;0.002315;0.004005;0.002340;0.007103;0.001878;0.000373;0.149302;0.000736;0.002901;0.000165;0.000048;0.000050;0.000118;0.000066;0.000023
mf;0.002073;0.004679;0.038624;0.111525;0.014586;0.058548;0.308045;0.018271;0.024337;0.030118;0.012415;0.010124;0.079472;0.017937;0.055353;0.004253;0.015011;0.002837;0.042102;0.002073;0.007985;0.004258;0.014086;0.039168;0.004514;0.002411;0.005953;0.056628;0.000959;0.001304;0.007470;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
mn;0.002073;0.005137;0.204443;0.157464;0.054761;0.022640;0.022471;0.015994;0.007958;0.038811;0.013819;0.007839;0.154361;0.029774;0.035158;0.007487;0.041858;0.002714;0.011249;0.002168;0.008434;0.008290;0.009142;0.086433;0.021171;0.012322;0.006067;0.002327;0.000397;0.001304;0.001043;0.003369;0.000104;0.000402;0.000073;0.000851;0.000066;0.000023
mh;0.003110;0.009562;0.057063;0.186429;0.022485;0.081526;0.073752;0.025435;0.007946;0.054333;0.020041;0.022006;0.154176;0.032453;0.099878;0.005842;0.014813;0.004209;0.016790;0.003196;0.011978;0.009065;0.032132;0.014968;0.010128;0.004082;0.007785;0.002904;0.000733;0.001956;0.004220;0.003880;0.000156;0.000158;0.000161;0.000264;0.000359;0.000034
mm;0.002073;0.005180;0.206196;0.248362;0.015150;0.023062;0.038294;0.044374;0.005756;0.030299;0.011976;0.053951;0.129678;0.027320;0.047385;0.004529;0.009856;0.011613;0.014622;0.002073;0.008174;0.007144;0.009705;0.003449;0.005330;0.002536;0.006769;0.007336;0.000373;0.001304;0.012876;0.002659;0.000104;0.000048;0.000050;0.000118;0.000066;0.000211
m ;0.002073;0.035216;0.052738;0.092926;0.102114;0.037696;0.060211;0.035331;0.027894;0.050405;0.038387;0.032901;0.052400;0.066109;0.029614;0.033818;0.038178;0.029845;0.011295;0.002104;0.010210;0.022741;0.021771;0.003882;0.004060;0.009573;0.045428;0.007215;0.007536;0.001304;0.001498;0.032450;0.000568;0.000048;0.000254;0.000118;0.000066;0.000023
ms;0.002073;0.006017;0.065985;0.206299;0.015305;0.023366;0.024844;0.013360;0.007260;0.029748;0.013754;0.008528;0.216835;0.040197;0.133497;0.004094;0.011252;0.013822;0.024775;0.002158;0.059182;0.005405;0.010658;0.003570;0.026462;0.008207;0.013723;0.002090;0.000458;0.001304;0.000905;0.003783;0.000104;0.000090;0.000261;0.000118;0.000447;0.000065
mt;0.002073;0.010332;0.059560;0.228673;0.014586;0.042669;0.032467;0.023554;0.005179;0.030492;0.013603;0.007635;0.205088;0.033686;0.027868;0.014767;0.012097;0.003066;0.010726;0.002115;0.007985;0.004007;0.053417;0.008057;0.039505;0.089789;0.006827;0.003547;0.000373;0.001304;0.000819;0.002805;0.000104;0.000256;0.000091;0.000786;0.000066;0.000023
mz;0.002073;0.024100;0.139617;0.168241;0.014586;0.022301;0.017074;0.365421;0.004720;0.029240;0.011976;0.007752;0.063292;0.016532;0.033758;0.003375;0.009214;0.002691;0.010918;0.002073;0.007985;0.003966;0.011741;0.002950;0.004455;0.002381;0.005689;0.003926;0.000373;0.001304;0.003193;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000227
mg;0.002073;0.004393;0.048584;0.525199;0.014586;0.039890;0.021851;0.021445;0.005334;0.031541;0.012129;0.007343;0.109163;0.031513;0.027297;0.003605;0.009009;0.002767;0.008537;0.002150;0.007985;0.009258;0.023856;0.002821;0.009772;0.003889;0.005075;0.003565;0.000373;0.001304;0.000736;0.002548;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
mp;0.002073;0.004239;0.033156;0.133661;0.014586;0.153581;0.060537;0.034998;0.152384;0.029240;0.033548;0.007343;0.046870;0.024673;0.027345;0.003375;0.009009;0.007056;0.054970;0.002073;0.007985;0.004222;0.106641;0.027041;0.004406;0.002228;0.005075;0.002392;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
mo;0.002073;0.007850;0.024777;0.046472;0.076432;0.163906;0.013886;0.012301;0.009388;0.252611;0.019021;0.041387;0.057746;0.029587;0.035556;0.009187;0.023943;0.017222;0.008903;0.002073;0.021636;0.045142;0.040373;0.002131;0.004429;0.002059;0.017190;0.001878;0.001254;0.004562;0.001176;0.003087;0.000456;0.000048;0.000050;0.000118;0.000066;0.000023
m);0.006219;0.012718;0.073273;0.135190;0.043757;0.066289;0.041394;0.033732;0.014161;0.087720;0.035928;0.022028;0.132136;0.048981;0.049678;0.010125;0.027028;0.008072;0.023539;0.006219;0.023956;0.011897;0.026008;0.006393;0.010908;0.005914;0.015224;0.005634;0.001119;0.003912;0.002208;0.007413;0.000311;0.000143;0.000149;0.000354;0.000199;0.000068
mc;0.002073;0.004239;0.025117;0.047400;0.014586;0.022442;0.014144;0.011417;0.004720;0.029240;0.322464;0.007343;0.045170;0.016327;0.016646;0.003375;0.009009;0.002691;0.009058;0.002073;0.341492;0.020234;0.008669;0.002131;0.003636;0.001971;0.005161;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
mk;0.002073;0.006330;0.025644;0.352565;0.014586;0.030634;0.119609;0.026403;0.005069;0.030111;0.012324;0.008040;0.062341;0.028002;0.077720;0.005292;0.009358;0.002691;0.092530;0.002247;0.007985;0.003966;0.034632;0.003873;0.007295;0.002843;0.005597;0.004143;0.000373;0.001304;0.011191;0.002645;0.000104;0.000048;0.000050;0.000292;0.000066;0.000023
ml;0.002073;0.004877;0.429016;0.114568;0.018810;0.023292;0.043927;0.025352;0.007351;0.032747;0.012215;0.007661;0.063972;0.029160;0.038399;0.004092;0.015306;0.005959;0.014542;0.002153;0.009340;0.004763;0.046929;0.013848;0.004752;0.002689;0.011132;0.003552;0.000373;0.001304;0.001214;0.002949;0.000104;0.000048;0.000050;0.000118;0.001342;0.000023
mä;0.002073;0.004239;0.053607;0.045063;0.019774;0.070225;0.013798;0.028754;0.020933;0.168762;0.039538;0.015125;0.044045;0.066262;0.059685;0.004024;0.022304;0.002691;0.007846;0.002073;0.022253;0.003966;0.018721;0.002131;0.003636;0.001971;0.005723;0.001878;0.000373;0.244263;0.000736;0.003120;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
m,;0.002073;0.004239;0.024424;0.045063;0.014586;0.022096;0.013798;0.011244;0.004720;0.029240;0.011976;0.007343;0.710713;0.016327;0.016559;0.003375;0.009009;0.002691;0.007846;0.002073;0.007985;0.003966;0.008669;0.002131;0.003636;0.001971;0.005075;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
m.;0.002073;0.004239;0.024424;0.045063;0.014586;0.022096;0.013798;0.011244;0.004720;0.029240;0.011976;0.007343;0.059117;0.016327;0.016559;0.003375;0.009009;0.002691;0.007846;0.652266;0.007985;0.003966;0.008669;0.002131;0.004337;0.002672;0.005075;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
mb;0.002073;0.005737;0.044441;0.451927;0.014586;0.031900;0.137709;0.051413;0.004993;0.031146;0.012521;0.007343;0.054122;0.032258;0.022006;0.006779;0.013775;0.002691;0.010433;0.002073;0.008121;0.003966;0.020107;0.003493;0.004181;0.002652;0.005755;0.006099;0.000373;0.001304;0.000872;0.002607;0.000104;0.000048;0.000050;0.000254;0.000066;0.000023
mü;0.002073;0.004239;0.024424;0.045063;0.015689;0.156754;0.013798;0.011244;0.013918;0.094260;0.076856;0.007343;0.044045;0.289804;0.030172;0.003375;0.017839;0.003427;0.007846;0.002073;0.031532;0.003966;0.011245;0.002131;0.003636;0.001971;0.065045;0.001878;0.000373;0.010362;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
mj;0.003110;0.006359;0.039415;0.298151;0.021879;0.033145;0.215142;0.058533;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.014548;0.003110;0.011978;0.005949;0.013004;0.017086;0.005454;0.002957;0.007612;0.013928;0.000560;0.001956;0.001104;0.006485;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
mß;0.003110;0.006359;0.039816;0.178883;0.021879;0.033145;0.021492;0.020046;0.019004;0.063733;0.017964;0.011014;0.346673;0.025286;0.051866;0.005858;0.016694;0.004036;0.011770;0.003110;0.012773;0.005949;0.026518;0.003197;0.018173;0.007727;0.010792;0.002817;0.000560;0.001956;0.001104;0.006091;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
mö;0.002073;0.004239;0.024424;0.045063;0.014586;0.091580;0.013798;0.011244;0.015988;0.089334;0.025122;0.007343;0.044045;0.031350;0.025949;0.003375;0.153916;0.003630;0.007846;0.002073;0.325990;0.008661;0.020876;0.002131;0.003636;0.001971;0.005075;0.001878;0.000373;0.008816;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
mv;0.002073;0.004239;0.047914;0.354907;0.014586;0.022096;0.022747;0.011244;0.004720;0.029240;0.011976;0.007622;0.046282;0.016607;0.016559;0.003375;0.009289;0.004369;0.323842;0.002073;0.007985;0.003966;0.008669;0.002131;0.004195;0.001971;0.005075;0.001878;0.000373;0.001304;0.003532;0.002751;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
mx;0.003110;0.006359;0.226637;0.097595;0.021879;0.033145;0.080697;0.016866;0.007081;0.043860;0.017964;0.011014;0.096068;0.024491;0.074839;0.015063;0.013514;0.074036;0.011770;0.003110;0.011978;0.005949;0.013004;0.003197;0.025454;0.012957;0.007612;0.002817;0.000560;0.001956;0.001104;0.013707;0.010156;0.000072;0.000075;0.010177;0.000100;0.000034
m?;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.503110;0.011978;0.005949;0.013004;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
mq;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.516867;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.003110;0.011978;0.005949;0.013004;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
m!;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.503110;0.011978;0.005949;0.013004;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
my;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.137610;0.017964;0.011014;0.128568;0.321366;0.024839;0.020688;0.013514;0.019661;0.011770;0.003110;0.011978;0.005949;0.013004;0.003197;0.021079;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
m#;0.002073;0.004239;0.024424;0.075366;0.014586;0.022096;0.013798;0.041547;0.004720;0.604998;0.011976;0.007343;0.044045;0.016327;0.016559;0.003375;0.009009;0.002691;0.007846;0.002073;0.007985;0.003966;0.038972;0.002131;0.003636;0.001971;0.005075;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
 (;0.003110;0.063359;0.114137;0.095095;0.156379;0.035145;0.048697;0.031866;0.028581;0.055360;0.050964;0.024514;0.066068;0.045491;0.025339;0.021563;0.019514;0.005036;0.012770;0.003110;0.011978;0.007949;0.018504;0.003697;0.005454;0.002957;0.017112;0.003317;0.006060;0.001956;0.001104;0.013207;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
 w;0.002073;0.004239;0.300794;0.249515;0.014586;0.022096;0.079546;0.040528;0.004720;0.029240;0.012139;0.007343;0.044208;0.016327;0.016559;0.003375;0.009009;0.002691;0.064044;0.002073;0.007985;0.003966;0.008669;0.020197;0.003636;0.004524;0.005075;0.014518;0.000373;0.001304;0.001333;0.002471;0.000104;0.000048;0.000050;0.000118;0.000500;0.000023
