unsmoothed;3
(;w;i;e;d;r;a;u;f;n;h;m; ;s;t;z;g;p;o;);c;k;l;ä;,;.;b;ü;j;ß;ö;v;x;?;q;!;y;#
dj;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dß;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dö;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dv;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dx;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
d?;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dq;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
d!;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
dy;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
d#;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
r(;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
rw;0.000000;0.000000;0.119565;0.391304;0.000000;0.000000;0.326087;0.021739;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.054348;0.000000;0.000000;0.000000;0.000000;0.086957;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ri;0.000000;0.000000;0.000000;0.088816;0.000000;0.000000;0.008224;0.004934;0.054276;0.166118;0.000000;0.001645;0.008224;0.034539;0.110197;0.003289;0.041118;0.001645;0.080592;0.000000;0.370066;0.008224;0.000000;0.000000;0.000000;0.000000;0.003289;0.000000;0.000000;0.000000;0.000000;0.014803;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
re;0.000000;0.000000;0.179252;0.000000;0.012204;0.054920;0.006102;0.009916;0.020595;0.238749;0.006102;0.017544;0.133486;0.040427;0.028223;0.000763;0.160946;0.003051;0.000000;0.000000;0.061785;0.003814;0.010679;0.000000;0.004577;0.001526;0.003814;0.000000;0.000000;0.000000;0.000000;0.001526;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
rd;0.000000;0.000000;0.047273;0.672727;0.000000;0.001818;0.005455;0.000000;0.000000;0.105455;0.000000;0.000000;0.074545;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.007273;0.000000;0.038182;0.047273;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
rr;0.000000;0.000000;0.048035;0.244541;0.000000;0.000000;0.048035;0.008734;0.000000;0.144105;0.000000;0.000000;0.502183;0.004367;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ra;0.000000;0.000000;0.000000;0.000000;0.022459;0.023641;0.000000;0.229314;0.008274;0.159574;0.015366;0.093381;0.001182;0.017730;0.096927;0.000000;0.126478;0.003546;0.000000;0.000000;0.057920;0.070922;0.022459;0.000000;0.000000;0.000000;0.014184;0.000000;0.000000;0.033097;0.000000;0.001182;0.001182;0.000000;0.000000;0.000000;0.001182;0.000000
ru;0.000000;0.000000;0.001838;0.000000;0.000000;0.012868;0.012868;0.000000;0.012868;0.650735;0.011029;0.077206;0.000000;0.000000;0.012868;0.000000;0.000000;0.005515;0.000000;0.000000;0.033088;0.163603;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.005515;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
rf;0.000000;0.000000;0.006711;0.080537;0.000000;0.006711;0.187919;0.000000;0.000000;0.006711;0.000000;0.000000;0.087248;0.013423;0.013423;0.000000;0.000000;0.000000;0.510067;0.000000;0.000000;0.000000;0.006711;0.000000;0.006711;0.006711;0.000000;0.067114;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
rn;0.000000;0.000000;0.047445;0.178832;0.003650;0.000000;0.014599;0.007299;0.003650;0.000000;0.000000;0.000000;0.459854;0.054745;0.010949;0.000000;0.000000;0.000000;0.025547;0.000000;0.000000;0.000000;0.000000;0.000000;0.127737;0.047445;0.000000;0.018248;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
rh;0.000000;0.000000;0.058394;0.481752;0.000000;0.000000;0.313869;0.007299;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.021898;0.000000;0.000000;0.000000;0.000000;0.043796;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.072993;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
rm;0.000000;0.000000;0.129630;0.287037;0.000000;0.000000;0.092593;0.129630;0.000000;0.000000;0.000000;0.000000;0.111111;0.046296;0.000000;0.009259;0.000000;0.009259;0.120370;0.000000;0.000000;0.000000;0.000000;0.000000;0.009259;0.000000;0.000000;0.000000;0.000000;0.000000;0.046296;0.009259;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
r ;0.000000;0.041974;0.040631;0.079248;0.119543;0.037273;0.082606;0.038281;0.034251;0.021491;0.029214;0.038281;0.006044;0.082606;0.015782;0.022834;0.040296;0.050034;0.005037;0.000000;0.003358;0.056078;0.022834;0.004030;0.001679;0.000000;0.058764;0.005373;0.004030;0.000000;0.002686;0.054399;0.000000;0.000000;0.001343;0.000000;0.000000;0.000000
rs;0.000000;0.007246;0.038647;0.033816;0.000000;0.000000;0.014493;0.028986;0.000000;0.002415;0.000000;0.004831;0.053140;0.024155;0.461353;0.000000;0.000000;0.016908;0.009662;0.000000;0.270531;0.000000;0.000000;0.007246;0.009662;0.002415;0.004831;0.000000;0.000000;0.000000;0.009662;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
rt;0.000000;0.000000;0.066000;0.288000;0.000000;0.074000;0.008000;0.054000;0.000000;0.026000;0.010000;0.000000;0.206000;0.148000;0.000000;0.002000;0.004000;0.000000;0.000000;0.002000;0.000000;0.000000;0.024000;0.000000;0.054000;0.024000;0.006000;0.000000;0.000000;0.000000;0.000000;0.004000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
rz;0.000000;0.000000;0.078947;0.355263;0.000000;0.000000;0.065789;0.197368;0.000000;0.000000;0.000000;0.000000;0.118421;0.000000;0.013158;0.000000;0.000000;0.000000;0.026316;0.000000;0.000000;0.000000;0.026316;0.000000;0.013158;0.000000;0.000000;0.013158;0.000000;0.000000;0.092105;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
rg;0.000000;0.000000;0.067358;0.606218;0.000000;0.031088;0.113990;0.082902;0.015544;0.010363;0.000000;0.000000;0.010363;0.000000;0.005181;0.000000;0.000000;0.000000;0.020725;0.000000;0.000000;0.000000;0.005181;0.031088;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
rp;0.000000;0.000000;0.000000;0.151515;0.000000;0.121212;0.030303;0.090909;0.121212;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.484848;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ro;0.000000;0.002257;0.000000;0.029345;0.038375;0.022573;0.002257;0.002257;0.027088;0.009029;0.000000;0.011287;0.011287;0.011287;0.036117;0.024831;0.171558;0.322799;0.000000;0.000000;0.036117;0.020316;0.038375;0.000000;0.000000;0.000000;0.076749;0.000000;0.022573;0.081264;0.002257;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
r);0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
rc;0.000000;0.000000;0.000000;0.085714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.914286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
rk;0.000000;0.000000;0.000000;0.344660;0.000000;0.004854;0.033981;0.135922;0.000000;0.004854;0.000000;0.000000;0.029126;0.131068;0.092233;0.000000;0.000000;0.000000;0.019417;0.000000;0.000000;0.000000;0.199029;0.000000;0.000000;0.000000;0.000000;0.004854;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
rl;0.000000;0.000000;0.292453;0.099057;0.000000;0.000000;0.528302;0.004717;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.004717;0.000000;0.000000;0.000000;0.000000;0.070755;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
rä;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.045455;0.028409;0.073864;0.000000;0.000000;0.000000;0.625000;0.011364;0.011364;0.159091;0.000000;0.000000;0.000000;0.034091;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.011364;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
r,;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
r.;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.041667;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.958333;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
rb;0.000000;0.000000;0.031963;0.721461;0.000000;0.036530;0.027397;0.013699;0.000000;0.000000;0.000000;0.000000;0.000000;0.136986;0.000000;0.000000;0.000000;0.000000;0.004566;0.000000;0.000000;0.000000;0.009132;0.018265;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
rü;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.215517;0.112069;0.060345;0.000000;0.000000;0.008621;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.431034;0.000000;0.000000;0.000000;0.000000;0.000000;0.120690;0.000000;0.000000;0.051724;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
rj;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
rß;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
rö;0.000000;0.000000;0.000000;0.000000;0.000000;0.222222;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.777778;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
rv;0.000000;0.000000;0.000000;0.360000;0.000000;0.000000;0.080000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.560000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
rx;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
r?;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
rq;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
r!;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ry;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
r#;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.166667;0.000000;0.833333;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
a(;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
aw;0.000000;0.000000;0.250000;0.500000;0.000000;0.000000;0.250000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ai;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.111111;0.000000;0.000000;0.222222;0.111111;0.111111;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.444444;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ae;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ad;0.000000;0.000000;0.023256;0.395349;0.023256;0.023256;0.000000;0.232558;0.000000;0.000000;0.000000;0.023256;0.116279;0.000000;0.116279;0.000000;0.000000;0.000000;0.023256;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.023256;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ar;0.000000;0.000000;0.042320;0.064263;0.001567;0.003135;0.089342;0.040752;0.018809;0.004702;0.001567;0.039185;0.105016;0.020376;0.134796;0.001567;0.014107;0.000000;0.000000;0.000000;0.000000;0.028213;0.131661;0.000000;0.028213;0.017241;0.177116;0.017241;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.009404;0.001567;0.007837
aa;0.000000;0.000000;0.000000;0.000000;0.000000;0.046154;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.953846;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
au;0.000000;0.000000;0.000000;0.037475;0.000000;0.000986;0.000000;0.000986;0.320513;0.000986;0.000000;0.037475;0.093688;0.291913;0.011834;0.000000;0.004931;0.014793;0.000000;0.000000;0.158777;0.000000;0.000000;0.000000;0.000000;0.000000;0.014793;0.000000;0.000000;0.010848;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
af;0.000000;0.000000;0.000000;0.011173;0.000000;0.000000;0.000000;0.000000;0.156425;0.000000;0.000000;0.000000;0.000000;0.000000;0.698324;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.134078;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
an;0.000000;0.009212;0.008188;0.003071;0.178096;0.008188;0.018424;0.020471;0.025589;0.097236;0.005118;0.005118;0.123849;0.083930;0.084954;0.064483;0.176049;0.000000;0.002047;0.001024;0.017400;0.053224;0.003071;0.000000;0.003071;0.005118;0.002047;0.000000;0.000000;0.000000;0.000000;0.001024;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ah;0.000000;0.000000;0.009852;0.068966;0.000000;0.487685;0.000000;0.000000;0.000000;0.029557;0.000000;0.270936;0.004926;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.118227;0.000000;0.009852;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
am;0.000000;0.002584;0.087855;0.377261;0.000000;0.000000;0.010336;0.000000;0.000000;0.000000;0.000000;0.297158;0.139535;0.007752;0.033592;0.000000;0.000000;0.005168;0.002584;0.000000;0.000000;0.023256;0.000000;0.000000;0.007752;0.000000;0.005168;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
a ;0.000000;0.036145;0.072289;0.084337;0.180723;0.012048;0.036145;0.000000;0.000000;0.024096;0.036145;0.072289;0.024096;0.120482;0.000000;0.012048;0.024096;0.000000;0.012048;0.000000;0.000000;0.024096;0.012048;0.012048;0.000000;0.000000;0.036145;0.048193;0.000000;0.000000;0.000000;0.120482;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
as;0.000000;0.000000;0.011820;0.021277;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.678487;0.130024;0.078014;0.000000;0.000000;0.037825;0.000000;0.000000;0.007092;0.000000;0.000000;0.000000;0.030733;0.004728;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
at;0.000000;0.001898;0.233397;0.229602;0.000000;0.001898;0.028463;0.026565;0.000000;0.000000;0.005693;0.000000;0.104364;0.036053;0.172676;0.039848;0.000000;0.000000;0.013283;0.000000;0.000000;0.000000;0.011385;0.000000;0.036053;0.039848;0.000000;0.017078;0.000000;0.000000;0.000000;0.000000;0.000000;0.001898;0.000000;0.000000;0.000000;0.000000
az;0.000000;0.000000;0.037037;0.000000;0.000000;0.000000;0.000000;0.925926;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.037037;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ag;0.000000;0.003205;0.012821;0.644231;0.000000;0.012821;0.000000;0.016026;0.006410;0.003205;0.000000;0.000000;0.198718;0.022436;0.051282;0.003205;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.003205;0.000000;0.016026;0.006410;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ap;0.000000;0.000000;0.434783;0.043478;0.000000;0.000000;0.130435;0.000000;0.000000;0.000000;0.086957;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.260870;0.000000;0.000000;0.000000;0.043478;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ao;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
a);0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ac;0.000000;0.000000;0.015267;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.973282;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.011450;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ak;0.000000;0.000000;0.031579;0.000000;0.000000;0.021053;0.000000;0.010526;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.842105;0.094737;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
al;0.000000;0.002903;0.050798;0.187228;0.018868;0.000000;0.010160;0.001451;0.002903;0.000000;0.000000;0.001451;0.060958;0.150943;0.181422;0.001451;0.000000;0.042090;0.002903;0.000000;0.000000;0.000000;0.185776;0.000000;0.002903;0.000000;0.072569;0.000000;0.000000;0.000000;0.000000;0.004354;0.000000;0.000000;0.000000;0.000000;0.018868;0.000000
aä;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
